StudentID,Name,Gender,AttendanceRate,StudyHoursPerWeek,PreviousGrade,ExtracurricularActivities,ParentalSupport,FinalGrade,Study Hours,Attendance (%),Online Classes Taken,Pass
,Kimberly Raymond,Male,95.0,20.0,77.0,3.0,Low,80.0,2.7,66.0,True,1
5528.0,David Diaz,Male,92.0,20.0,65.0,1.0,Medium,,0.8,52.0,True,0
3293.0,Michael Payne,Male,91.0,8.0,88.0,0.0,Medium,68.0,1.2,91.0,True,1
2821.0,Leslie King,Female,92.0,,85.0,1.0,High,,3.2,89.0,False,0
7862.0,Mariah Cole,Male,82.0,22.0,85.0,2.0,High,87.0,2.5,88.0,True,1
2821.0,Leslie King,Female,92.0,,85.0,1.0,High,,3.2,89.0,False,0
3527.0,Michael Foster,Female,95.0,30.0,,2.0,High,85.0,-5.0,200.0,False,1
5989.0,Bryan Hoover,Female,95.0,20.0,86.0,1.0,Low,72.0,2.0,58.0,False,1
2416.0,William Christian,Female,82.0,17.0,90.0,3.0,Medium,,1.4,96.0,False,0
9248.0,Jeffrey Garcia,Male,,15.0,86.0,,Medium,92.0,3.7,98.0,True,1
8484.0,Alicia Ortiz,Male,82.0,17.0,82.0,1.0,Medium,85.0,-5.0,200.0,True,1
5528.0,David Diaz,Male,92.0,20.0,65.0,1.0,Medium,,0.8,52.0,True,0
4394.0,John Warner,Male,92.0,30.0,65.0,3.0,High,,4.3,59.0,True,0
8814.0,David Nunez,Male,95.0,18.0,60.0,0.0,Low,72.0,4.0,64.0,False,1
8001.0,Brian Miles,Male,88.0,17.0,,2.0,Low,,1.6,76.0,True,0
5528.0,David Diaz,Male,92.0,20.0,65.0,1.0,Medium,,0.8,52.0,True,0
6384.0,Tina Velazquez,Female,,22.0,82.0,2.0,Medium,90.0,0.9,75.0,False,1
7305.0,Alyssa Berg MD,Female,91.0,25.0,65.0,,Low,,0.2,81.0,True,0
9948.0,Taylor Moyer,,88.0,17.0,82.0,3.0,,68.0,4.0,96.0,False,1
,Caleb Walker,Female,78.0,20.0,88.0,1.0,High,,2.2,51.0,False,0
5275.0,Jessica Banks,Male,95.0,8.0,86.0,2.0,Low,,2.3,51.0,True,0
8021.0,Maria Walls,Female,88.0,10.0,90.0,1.0,Medium,,2.4,94.0,True,0
2106.0,Nancy Munoz,Male,91.0,10.0,70.0,2.0,Medium,62.0,2.4,89.0,False,1
,Nancy Gibson,Female,78.0,12.0,82.0,1.0,Medium,90.0,2.2,91.0,True,1
2389.0,Virginia Medina,Female,,8.0,65.0,0.0,High,,3.8,92.0,True,0
8433.0,Jaime Nguyen,Female,90.0,20.0,70.0,3.0,Medium,78.0,4.4,76.0,False,1
8940.0,James Long,Male,78.0,25.0,70.0,1.0,Low,,,83.0,False,0
7766.0,Christina Mcintyre,Male,85.0,22.0,82.0,1.0,Medium,88.0,0.4,82.0,True,1
3381.0,Larry Ramsey,Male,91.0,22.0,82.0,1.0,High,80.0,0.5,61.0,True,1
7347.0,Morgan Hampton,Male,92.0,18.0,77.0,0.0,Medium,85.0,2.3,77.0,False,1
4824.0,Maria Carter,Female,91.0,25.0,60.0,2.0,Low,92.0,3.2,67.0,True,1
1749.0,Ian Glass,Female,88.0,17.0,70.0,3.0,Low,,2.2,93.0,True,0
7301.0,Linda Beasley,Male,91.0,8.0,70.0,3.0,Low,92.0,3.5,65.0,False,1
3913.0,Kathleen Montgomery,Female,90.0,,70.0,,Low,88.0,4.7,95.0,False,1
1310.0,Elizabeth Nichols,Female,92.0,25.0,86.0,1.0,High,,3.0,75.0,True,0
5102.0,Alyssa Schmidt,,90.0,25.0,86.0,3.0,High,85.0,2.9,98.0,True,1
1020.0,Timothy Clements,Male,70.0,17.0,60.0,0.0,Medium,,4.4,72.0,False,0
2970.0,Kylie Hancock,Female,78.0,10.0,90.0,3.0,High,80.0,2.1,93.0,False,1
9202.0,Charles Pearson,Female,91.0,18.0,60.0,2.0,High,,3.9,72.0,True,0
8001.0,Brian Miles,Male,88.0,17.0,,2.0,Low,,1.6,76.0,True,0
9202.0,Charles Pearson,Female,91.0,18.0,60.0,2.0,High,,3.9,72.0,True,0
,Steven Wood,Male,70.0,30.0,85.0,2.0,High,,4.9,80.0,True,0
5991.0,David Stevens,Male,,20.0,70.0,0.0,High,88.0,2.4,61.0,True,1
5663.0,Mary Warren,Female,95.0,12.0,77.0,1.0,High,62.0,3.1,79.0,True,1
,Samantha Patton,Male,95.0,30.0,60.0,0.0,High,92.0,3.7,88.0,True,1
8001.0,Brian Miles,Male,88.0,17.0,,2.0,Low,,1.6,76.0,True,0
2262.0,Thomas Barnes,Female,85.0,12.0,88.0,1.0,Medium,88.0,0.8,60.0,False,1
7113.0,Ryan Ball,Female,85.0,18.0,86.0,2.0,Medium,80.0,5.0,57.0,False,1
2389.0,Virginia Medina,Female,,8.0,65.0,0.0,High,,3.8,92.0,True,0
5275.0,Jessica Banks,Male,95.0,8.0,86.0,2.0,Low,,2.3,51.0,True,0
8021.0,Maria Walls,Female,88.0,10.0,90.0,1.0,Medium,,2.4,94.0,True,0
2117.0,Isaiah Arnold,Female,85.0,10.0,60.0,3.0,Low,90.0,0.8,89.0,True,1
5516.0,Jean Moreno,Male,90.0,15.0,60.0,3.0,High,,1.0,56.0,True,0
1020.0,Timothy Clements,Male,70.0,17.0,60.0,0.0,Medium,,4.4,72.0,False,0
9202.0,Charles Pearson,Female,91.0,18.0,60.0,2.0,High,,3.9,72.0,True,0
9615.0,Anita Dougherty,Female,91.0,17.0,77.0,1.0,Low,80.0,3.7,68.0,False,1
2052.0,David Malone,Female,85.0,22.0,90.0,1.0,Medium,87.0,0.0,67.0,True,1
2389.0,Virginia Medina,Female,,8.0,65.0,0.0,High,,3.8,92.0,True,0
2821.0,Leslie King,Female,92.0,,85.0,1.0,High,,3.2,89.0,False,0
4727.0,Kathleen Newton,Male,70.0,12.0,60.0,2.0,Low,78.0,2.9,65.0,False,1
8381.0,Peter Welch,Female,88.0,15.0,90.0,2.0,Low,,3.5,79.0,True,0
6562.0,Amy Rodriguez,Male,95.0,10.0,85.0,2.0,Low,,2.7,62.0,False,0
6.0,Olivia,Female,95.0,30.0,88.0,1.0,High,,2.8,97.0,False,0
8021.0,Maria Walls,Female,88.0,10.0,90.0,1.0,Medium,,2.4,94.0,True,0
4325.0,Richard Howard Jr.,,88.0,25.0,78.0,0.0,Medium,87.0,4.1,88.0,True,1
8202.0,Deanna Gonzalez,Female,85.0,17.0,90.0,1.0,Low,68.0,1.6,95.0,False,1
4010.0,Jodi Rogers,Female,78.0,15.0,60.0,3.0,Low,85.0,1.6,55.0,True,1
5425.0,Brandon Rasmussen,Male,82.0,20.0,70.0,0.0,High,90.0,3.2,73.0,False,1
7690.0,Alyssa Smith,,95.0,20.0,65.0,1.0,Medium,78.0,1.4,75.0,True,1
1440.0,Cassandra Snyder,Female,92.0,17.0,82.0,2.0,Medium,,0.7,69.0,True,0
4016.0,Julia Brooks,Female,78.0,15.0,88.0,0.0,Medium,,2.2,90.0,False,0
8260.0,William White,Male,78.0,12.0,65.0,1.0,High,90.0,4.3,70.0,False,1
1310.0,Elizabeth Nichols,Female,92.0,25.0,86.0,1.0,High,,3.0,75.0,True,0
9976.0,Jason Ramirez,Female,78.0,17.0,77.0,2.0,High,85.0,3.8,83.0,False,1
9202.0,Charles Pearson,Female,91.0,18.0,60.0,2.0,High,,3.9,72.0,True,0
3025.0,Eduardo Miller,Female,90.0,12.0,65.0,1.0,Medium,85.0,2.8,52.0,True,1
7073.0,Jennifer Wiggins,Female,70.0,,86.0,3.0,Low,68.0,0.1,85.0,False,1
2501.0,Melissa Barber,Male,91.0,15.0,78.0,1.0,High,68.0,3.9,63.0,True,1
9202.0,Charles Pearson,Female,91.0,18.0,60.0,2.0,High,,3.9,72.0,True,0
2821.0,Leslie King,Female,92.0,,85.0,1.0,High,,3.2,89.0,False,0
5781.0,Christopher Atkinson,Male,78.0,18.0,65.0,2.0,High,92.0,4.9,63.0,True,1
9234.0,Ronald Stewart,Male,91.0,22.0,65.0,0.0,Low,88.0,3.6,88.0,False,1
2043.0,Michelle Kelly,Female,70.0,20.0,86.0,3.0,High,72.0,1.1,66.0,False,1
3185.0,Travis Harrell,Male,91.0,8.0,65.0,1.0,Medium,87.0,0.0,61.0,True,1
9201.0,David Robertson,Male,82.0,20.0,82.0,,Low,,0.8,98.0,True,0
3340.0,Brittany Sutton,Female,78.0,25.0,70.0,2.0,Medium,88.0,2.1,87.0,False,1
2600.0,Gerald Reilly,Female,78.0,18.0,77.0,3.0,High,85.0,3.0,,False,1
,Caleb Walker,Female,78.0,20.0,88.0,1.0,High,,2.2,51.0,False,0
2956.0,Jason Horne DDS,Male,78.0,15.0,65.0,1.0,Medium,72.0,,96.0,False,1
5528.0,David Diaz,Male,92.0,20.0,65.0,1.0,Medium,,0.8,52.0,True,0
2642.0,Patrick Gonzalez MD,Male,82.0,8.0,88.0,2.0,Low,80.0,0.8,90.0,True,1
7305.0,Alyssa Berg MD,Female,91.0,25.0,65.0,,Low,,0.2,81.0,True,0
,Nina Fowler,Male,70.0,22.0,78.0,3.0,Medium,68.0,4.1,85.0,True,1
1821.0,Alexandra Harrington,Female,82.0,12.0,65.0,1.0,Low,87.0,4.3,54.0,True,1
4687.0,Bonnie Morris,Male,78.0,17.0,60.0,2.0,Low,68.0,5.0,85.0,False,1
9741.0,Erica Miller,Male,85.0,10.0,90.0,0.0,Low,85.0,4.5,98.0,False,1
1768.0,Cathy Pratt,Female,,12.0,88.0,0.0,Medium,68.0,1.5,61.0,False,1
6804.0,David Aguilar,Female,70.0,17.0,78.0,2.0,High,,3.6,56.0,,0
5315.0,,Male,,22.0,78.0,0.0,Low,87.0,0.4,72.0,False,1
5017.0,Jennifer Morgan,Female,90.0,12.0,86.0,2.0,Low,80.0,4.5,84.0,True,1
8940.0,James Long,Male,78.0,25.0,70.0,1.0,Low,,,83.0,False,0
9202.0,Charles Pearson,Female,91.0,18.0,60.0,2.0,High,,3.9,72.0,True,0
6562.0,Amy Rodriguez,Male,95.0,10.0,85.0,2.0,Low,,2.7,62.0,False,0
4575.0,,Female,88.0,12.0,86.0,0.0,Low,87.0,0.0,92.0,,1
8872.0,Maria Scott,Female,88.0,,85.0,1.0,Low,88.0,0.1,66.0,True,1
4271.0,Frank Dawson,Male,,15.0,77.0,1.0,Low,87.0,3.6,83.0,True,1
6416.0,Raymond Murillo,Male,85.0,15.0,85.0,2.0,Low,78.0,-5.0,200.0,True,1
7594.0,Amanda Hernandez,Female,82.0,12.0,77.0,1.0,High,88.0,0.2,77.0,False,1
5930.0,Maria Cross,Female,82.0,,82.0,,High,62.0,3.9,88.0,False,1
1206.0,Kimberly Petty,Male,92.0,8.0,77.0,3.0,Low,80.0,1.0,97.0,True,1
7338.0,,Female,88.0,15.0,88.0,2.0,Medium,92.0,3.7,90.0,True,1
8077.0,Martha Moody,Male,91.0,12.0,88.0,1.0,Low,85.0,4.9,95.0,False,1
5421.0,Samuel Smith,Female,92.0,25.0,90.0,2.0,High,,4.3,81.0,False,0
5516.0,Jean Moreno,Male,90.0,15.0,60.0,3.0,High,,1.0,56.0,True,0
1996.0,Manuel Baker,Female,70.0,8.0,85.0,1.0,Low,,0.4,55.0,False,0
8001.0,Brian Miles,Male,88.0,17.0,,2.0,Low,,1.6,76.0,True,0
6562.0,Amy Rodriguez,Male,95.0,10.0,85.0,2.0,Low,,2.7,62.0,False,0
9991.0,Terri Potter,Female,91.0,10.0,78.0,0.0,Low,72.0,0.2,60.0,True,1
8366.0,Michael Mata,Male,78.0,20.0,78.0,2.0,Medium,88.0,2.1,60.0,,1
5528.0,David Diaz,Male,92.0,20.0,65.0,1.0,Medium,,0.8,52.0,True,0
8674.0,Kristen Galloway,Female,95.0,8.0,60.0,0.0,High,90.0,3.2,62.0,False,1
8031.0,Nathan Miller,Male,85.0,20.0,70.0,3.0,High,92.0,5.0,87.0,True,1
1020.0,Timothy Clements,Male,70.0,17.0,60.0,0.0,Medium,,4.4,72.0,False,0
5528.0,David Diaz,Male,92.0,20.0,65.0,1.0,Medium,,0.8,52.0,True,0
5168.0,Justin Jennings,Male,88.0,18.0,70.0,2.0,Medium,80.0,0.6,71.0,False,1
5813.0,Mr. Devon Garrett,Male,85.0,10.0,82.0,2.0,High,90.0,3.3,64.0,False,1
,Caleb Walker,Female,78.0,20.0,88.0,1.0,High,,2.2,51.0,False,0
8001.0,Brian Miles,Male,88.0,17.0,,2.0,Low,,1.6,76.0,True,0
8381.0,Peter Welch,Female,88.0,15.0,90.0,2.0,Low,,3.5,79.0,True,0
1996.0,Manuel Baker,Female,70.0,8.0,85.0,1.0,Low,,0.4,55.0,False,0
1807.0,Taylor Smith,Female,88.0,30.0,78.0,1.0,Medium,,1.4,81.0,True,0
8412.0,Christopher Sullivan,,92.0,,70.0,1.0,Low,62.0,4.7,58.0,False,1
5421.0,Samuel Smith,Female,92.0,25.0,90.0,2.0,High,,4.3,81.0,False,0
8848.0,Danielle Scott,Female,78.0,8.0,88.0,2.0,Low,78.0,4.8,100.0,True,1
4148.0,Dylan Vaughan,Male,92.0,20.0,65.0,0.0,High,62.0,2.6,70.0,False,1
6562.0,Amy Rodriguez,Male,95.0,10.0,85.0,2.0,Low,,2.7,62.0,False,0
4394.0,John Warner,Male,92.0,30.0,65.0,3.0,High,,4.3,59.0,True,0
1621.0,Paul Reese,Male,85.0,25.0,86.0,3.0,High,72.0,2.4,71.0,True,1
2185.0,Melanie Wilson,Female,95.0,20.0,70.0,2.0,Low,88.0,1.3,78.0,False,1
8381.0,Peter Welch,Female,88.0,15.0,90.0,2.0,Low,,3.5,79.0,True,0
2389.0,Virginia Medina,Female,,8.0,65.0,0.0,High,,3.8,92.0,True,0
7363.0,Ariana Morse,Female,78.0,15.0,88.0,3.0,High,80.0,4.5,99.0,False,1
7296.0,Alejandro Gutierrez,Female,91.0,12.0,82.0,3.0,High,68.0,3.2,78.0,True,1
6504.0,Ruben Steele,Female,82.0,30.0,65.0,3.0,Medium,90.0,4.8,62.0,False,1
7607.0,,,90.0,17.0,77.0,3.0,Medium,87.0,4.3,78.0,False,1
,Vanessa Hall,Male,85.0,8.0,60.0,3.0,Low,78.0,3.6,60.0,True,1
7797.0,Angela Williams,,85.0,22.0,60.0,2.0,High,,1.1,78.0,,0
,Jonathan Hodges,Female,92.0,25.0,86.0,1.0,High,80.0,1.4,88.0,False,1
6.0,Olivia,Female,95.0,30.0,88.0,1.0,High,,2.8,97.0,False,0
4206.0,Kyle Coleman,Male,90.0,,77.0,2.0,Low,62.0,1.0,70.0,True,1
7666.0,Alan Williams,Female,90.0,12.0,77.0,1.0,Medium,72.0,3.8,96.0,True,1
1606.0,Mary Benson,Female,70.0,,70.0,3.0,Low,,4.7,81.0,True,0
6562.0,Amy Rodriguez,Male,95.0,10.0,85.0,2.0,Low,,2.7,62.0,False,0
8940.0,James Long,Male,78.0,25.0,70.0,1.0,Low,,,83.0,False,0
9201.0,David Robertson,Male,82.0,20.0,82.0,,Low,,0.8,98.0,True,0
2565.0,Tyrone Phillips,Male,70.0,20.0,86.0,3.0,High,62.0,3.3,58.0,True,1
3981.0,Mrs. Melanie Mueller,Male,85.0,22.0,90.0,0.0,High,80.0,3.7,98.0,True,1
8816.0,Sydney Patterson,Female,85.0,8.0,82.0,3.0,High,80.0,2.7,62.0,False,1
8381.0,Peter Welch,Female,88.0,15.0,90.0,2.0,Low,,3.5,79.0,True,0
7305.0,Alyssa Berg MD,Female,91.0,25.0,65.0,,Low,,0.2,81.0,True,0
8912.0,Michelle Woods,Male,91.0,10.0,65.0,2.0,Medium,88.0,3.0,70.0,False,1
3440.0,Brandon Williamson,Male,95.0,,88.0,0.0,Medium,,,69.0,False,0
4115.0,Derek Parks,Female,78.0,20.0,78.0,2.0,Medium,80.0,2.9,,True,1
1861.0,James Stewart,Male,78.0,22.0,78.0,2.0,Medium,78.0,3.3,81.0,False,1
1606.0,Mary Benson,Female,70.0,,70.0,3.0,Low,,4.7,81.0,True,0
1897.0,Joseph Ellis,Female,91.0,8.0,85.0,2.0,Low,80.0,2.8,68.0,False,1
1359.0,Andrea Fuller,Male,90.0,30.0,78.0,0.0,Low,85.0,3.9,89.0,True,1
5421.0,Samuel Smith,Female,92.0,25.0,90.0,2.0,High,,4.3,81.0,False,0
,Valerie Gibson,Female,91.0,8.0,86.0,2.0,High,87.0,4.8,60.0,True,1
3275.0,Michael Jones,Male,91.0,20.0,70.0,2.0,Low,92.0,1.8,89.0,False,1
1020.0,Timothy Clements,Male,70.0,17.0,60.0,0.0,Medium,,4.4,72.0,False,0
,Martin Mcknight,Male,95.0,20.0,65.0,2.0,Medium,72.0,0.6,64.0,True,1
8567.0,Danny Sanchez,Female,95.0,8.0,90.0,0.0,High,80.0,1.3,95.0,,1
7697.0,Lawrence Roberts,Female,91.0,15.0,88.0,2.0,Medium,87.0,2.8,74.0,False,1
8381.0,Peter Welch,Female,88.0,15.0,90.0,2.0,Low,,3.5,79.0,True,0
2389.0,Virginia Medina,Female,,8.0,65.0,0.0,High,,3.8,92.0,True,0
6562.0,Amy Rodriguez,Male,95.0,10.0,85.0,2.0,Low,,2.7,62.0,False,0
2389.0,Virginia Medina,Female,,8.0,65.0,0.0,High,,3.8,92.0,True,0
2389.0,Virginia Medina,Female,,8.0,65.0,0.0,High,,3.8,92.0,True,0
4105.0,Kevin Santiago,Male,82.0,8.0,60.0,2.0,High,92.0,0.5,70.0,True,1
8139.0,Lisa Maynard,Male,90.0,18.0,77.0,0.0,Medium,62.0,0.1,60.0,True,1
8940.0,James Long,Male,78.0,25.0,70.0,1.0,Low,,,83.0,False,0
5528.0,David Diaz,Male,92.0,20.0,65.0,1.0,Medium,,0.8,52.0,True,0
2062.0,Megan Bernard,Male,82.0,8.0,70.0,1.0,Medium,72.0,2.3,70.0,False,1
7912.0,Peter Davila,Male,85.0,20.0,,3.0,Low,88.0,0.1,62.0,False,1
1310.0,Elizabeth Nichols,Female,92.0,25.0,86.0,1.0,High,,3.0,75.0,True,0
,Steven Wood,Male,70.0,30.0,85.0,2.0,High,,4.9,80.0,True,0
7939.0,Jack Simmons,Female,90.0,12.0,70.0,3.0,High,85.0,0.4,55.0,True,1
7568.0,Marissa Stewart,Male,85.0,18.0,82.0,1.0,High,72.0,2.3,73.0,True,1
1985.0,Dawn Luna,Female,88.0,22.0,,,Medium,92.0,2.9,82.0,False,1
4264.0,Brenda Bell,Male,70.0,18.0,70.0,1.0,High,85.0,4.2,69.0,False,1
8239.0,Richard Perez,Female,,10.0,90.0,3.0,Low,92.0,3.7,50.0,False,1
1310.0,Elizabeth Nichols,Female,92.0,25.0,86.0,1.0,High,,3.0,75.0,True,0
5186.0,Larry Brown,Female,95.0,20.0,78.0,1.0,Low,62.0,0.9,74.0,True,1
9906.0,Sean Lyons,Male,,15.0,85.0,2.0,Medium,,2.6,76.0,True,0
1893.0,Kurt Boyd,Female,85.0,8.0,85.0,2.0,Low,88.0,2.4,56.0,True,1
1606.0,Mary Benson,Female,70.0,,70.0,3.0,Low,,4.7,81.0,True,0
4016.0,Julia Brooks,Female,78.0,15.0,88.0,0.0,Medium,,2.2,90.0,False,0
7782.0,Steven Hill,Female,78.0,25.0,60.0,0.0,Low,78.0,,81.0,True,1
2604.0,Yolanda Chen,Male,82.0,15.0,85.0,3.0,High,,2.4,63.0,False,0
4394.0,John Warner,Male,92.0,30.0,65.0,3.0,High,,4.3,59.0,True,0
7064.0,Paige Turner,Male,91.0,8.0,77.0,0.0,Medium,,4.0,82.0,False,0
1067.0,Makayla Rhodes,Male,70.0,20.0,90.0,1.0,Low,87.0,4.4,51.0,False,1
4948.0,Kathy Sandoval,Male,88.0,10.0,77.0,1.0,Low,62.0,4.8,85.0,True,1
3735.0,,Female,78.0,18.0,78.0,3.0,High,,3.7,75.0,False,0
6170.0,John Sexton,Female,82.0,8.0,70.0,1.0,Medium,80.0,3.8,,False,1
2005.0,Shane Sanders,Female,85.0,18.0,85.0,2.0,Medium,85.0,4.7,95.0,False,1
,Alec Peterson,Male,70.0,17.0,85.0,2.0,High,80.0,2.4,69.0,False,1
2477.0,Audrey Robinson,Female,95.0,10.0,85.0,2.0,High,78.0,3.2,55.0,False,1
1749.0,Ian Glass,Female,88.0,17.0,70.0,3.0,Low,,2.2,93.0,True,0
6503.0,Hayley Johnson,Male,85.0,22.0,78.0,2.0,High,87.0,4.3,79.0,False,1
4972.0,Dawn Torres,Male,82.0,25.0,90.0,1.0,High,62.0,1.7,80.0,True,1
8684.0,Dawn Morton,Male,95.0,22.0,,1.0,Medium,,2.5,76.0,True,0
6581.0,Crystal Proctor,Male,95.0,25.0,60.0,0.0,High,78.0,2.2,85.0,True,1
,Dennis Elliott,,85.0,25.0,77.0,3.0,High,85.0,1.8,52.0,True,1
9617.0,Emily Torres,,85.0,,60.0,0.0,High,78.0,3.9,66.0,False,1
1022.0,Blake Martinez,Female,91.0,30.0,88.0,2.0,Low,72.0,1.3,58.0,False,1
7946.0,Lisa Zhang,Male,85.0,17.0,70.0,2.0,Low,87.0,2.0,89.0,True,1
6447.0,Adam Blackwell,Male,85.0,30.0,70.0,1.0,Low,68.0,4.2,93.0,False,1
3979.0,Jonathan Mann,Female,78.0,,77.0,3.0,Low,87.0,1.1,,,1
7064.0,Paige Turner,Male,91.0,8.0,77.0,0.0,Medium,,4.0,82.0,False,0
4110.0,Jacqueline Eaton,Female,82.0,10.0,86.0,2.0,,62.0,3.2,57.0,True,1
2821.0,Leslie King,Female,92.0,,85.0,1.0,High,,3.2,89.0,False,0
7914.0,Aimee Green,Male,92.0,10.0,82.0,0.0,High,85.0,3.9,67.0,True,1
1606.0,Mary Benson,Female,70.0,,70.0,3.0,Low,,4.7,81.0,True,0
1996.0,Manuel Baker,Female,70.0,8.0,85.0,1.0,Low,,0.4,55.0,False,0
2389.0,Virginia Medina,Female,,8.0,65.0,0.0,High,,3.8,92.0,True,0
8749.0,Brian Diaz,Male,78.0,8.0,77.0,0.0,Low,72.0,2.7,70.0,False,1
,Caleb Walker,Female,78.0,20.0,88.0,1.0,High,,2.2,51.0,False,0
6658.0,Darrell Adams,Female,78.0,30.0,70.0,2.0,High,90.0,1.2,57.0,False,1
9691.0,Haley Robertson,Female,82.0,15.0,85.0,1.0,Medium,92.0,4.5,89.0,True,1
5105.0,Andrew Jimenez,Female,85.0,17.0,65.0,1.0,High,62.0,1.3,94.0,False,1
1193.0,Denise Coleman,Male,70.0,8.0,78.0,2.0,High,80.0,0.7,99.0,True,1
5703.0,Alexis Walton,Female,78.0,10.0,60.0,1.0,Medium,,4.3,74.0,False,0
5703.0,Alexis Walton,Female,78.0,10.0,60.0,1.0,Medium,,4.3,74.0,False,0
2416.0,William Christian,Female,82.0,17.0,90.0,3.0,Medium,,1.4,96.0,False,0
1020.0,Timothy Clements,Male,70.0,17.0,60.0,0.0,Medium,,4.4,72.0,False,0
1244.0,Becky Perkins,Male,88.0,12.0,85.0,1.0,High,78.0,1.6,68.0,,1
1606.0,Mary Benson,Female,70.0,,70.0,3.0,Low,,4.7,81.0,True,0
6804.0,David Aguilar,Female,70.0,17.0,78.0,2.0,High,,3.6,56.0,,0
9971.0,David Brown,Male,85.0,12.0,65.0,3.0,Medium,92.0,3.3,97.0,False,1
3112.0,Jill Smith,Male,88.0,12.0,60.0,1.0,High,72.0,0.5,92.0,False,1
5516.0,Jean Moreno,Male,90.0,15.0,60.0,3.0,High,,1.0,56.0,True,0
5087.0,Andrew Cook,Male,85.0,15.0,88.0,3.0,Medium,,4.1,82.0,False,0
9706.0,Tiffany Moore,Male,90.0,17.0,65.0,3.0,Low,80.0,4.5,99.0,False,1
3108.0,Karen Wolf,Male,92.0,18.0,65.0,3.0,High,87.0,2.1,98.0,True,1
3440.0,Brandon Williamson,Male,95.0,,88.0,0.0,Medium,,,69.0,False,0
,Tracy Kelley,Male,91.0,10.0,82.0,1.0,Medium,90.0,1.7,76.0,False,1
2389.0,Virginia Medina,Female,,8.0,65.0,0.0,High,,3.8,92.0,True,0
3986.0,Collin Edwards,Male,78.0,10.0,90.0,2.0,High,90.0,2.9,78.0,False,1
6488.0,Mark Castillo,Male,70.0,18.0,85.0,3.0,Low,92.0,2.1,53.0,True,1
5421.0,Samuel Smith,Female,92.0,25.0,90.0,2.0,High,,4.3,81.0,False,0
,Steven Wood,Male,70.0,30.0,85.0,2.0,High,,4.9,80.0,True,0
7770.0,Lisa Zimmerman,Male,92.0,12.0,88.0,3.0,Medium,78.0,3.8,63.0,False,1
3900.0,Andrea Frey,Female,85.0,10.0,88.0,0.0,Low,92.0,1.3,100.0,True,1
4016.0,Julia Brooks,Female,78.0,15.0,88.0,0.0,Medium,,2.2,90.0,False,0
2821.0,Leslie King,Female,92.0,,85.0,1.0,High,,3.2,89.0,False,0
7626.0,Edward Baker,Female,88.0,20.0,60.0,1.0,Medium,68.0,4.0,89.0,False,1
5831.0,Joy Henderson,,85.0,,88.0,3.0,Low,85.0,0.9,51.0,True,1
5046.0,Felicia Cline,Female,85.0,10.0,78.0,1.0,High,90.0,1.1,80.0,False,1
4016.0,Julia Brooks,Female,78.0,15.0,88.0,0.0,Medium,,2.2,90.0,False,0
8021.0,Maria Walls,Female,88.0,10.0,90.0,1.0,Medium,,2.4,94.0,True,0
,Steven Wood,Male,70.0,30.0,85.0,2.0,High,,4.9,80.0,True,0
3068.0,Jacob Murray,Male,92.0,30.0,88.0,0.0,Low,80.0,3.0,93.0,False,1
3257.0,Troy Bradford,Male,92.0,17.0,60.0,1.0,High,78.0,1.7,82.0,True,1
5444.0,Patrick Thompson,Male,91.0,30.0,85.0,2.0,Low,80.0,0.9,83.0,True,1
2389.0,Virginia Medina,Female,,8.0,65.0,0.0,High,,3.8,92.0,True,0
4016.0,Julia Brooks,Female,78.0,15.0,88.0,0.0,Medium,,2.2,90.0,False,0
7797.0,Angela Williams,,85.0,22.0,60.0,2.0,High,,1.1,78.0,,0
1046.0,Maria Edwards,Male,85.0,,70.0,1.0,High,87.0,0.3,72.0,False,1
2120.0,Kimberly Harrison,,92.0,17.0,77.0,3.0,Low,90.0,4.3,,False,1
5281.0,Melinda Cummings,Female,78.0,18.0,90.0,3.0,Low,68.0,0.1,99.0,True,1
1879.0,Richard Gonzalez,Male,85.0,25.0,70.0,2.0,Low,62.0,2.6,76.0,True,1
2604.0,Yolanda Chen,Male,82.0,15.0,85.0,3.0,High,,2.4,63.0,False,0
9972.0,Jacob Thompson,Male,85.0,20.0,78.0,0.0,High,72.0,0.5,,False,1
,Caleb Walker,Female,78.0,20.0,88.0,1.0,High,,2.2,51.0,False,0
,Caleb Walker,Female,78.0,20.0,88.0,1.0,High,,2.2,51.0,False,0
1996.0,Manuel Baker,Female,70.0,8.0,85.0,1.0,Low,,0.4,55.0,False,0
1440.0,Cassandra Snyder,Female,92.0,17.0,82.0,2.0,Medium,,0.7,69.0,True,0
9202.0,Charles Pearson,Female,91.0,18.0,60.0,2.0,High,,3.9,72.0,True,0
8443.0,Travis Pierce,Female,91.0,12.0,82.0,3.0,Medium,68.0,1.4,55.0,False,1
8654.0,Jacqueline Garcia,Female,82.0,17.0,65.0,2.0,High,88.0,,90.0,False,1
7437.0,Diane Ross,Male,85.0,25.0,88.0,2.0,Medium,80.0,4.6,93.0,True,1
1613.0,Jamie Allen,Male,88.0,8.0,65.0,3.0,Low,62.0,0.2,71.0,True,1
6312.0,David Meyer,Male,,12.0,65.0,1.0,High,,3.0,71.0,True,0
6966.0,Joseph Green,Female,92.0,8.0,82.0,1.0,Low,,0.2,,True,0
8021.0,Maria Walls,Female,88.0,10.0,90.0,1.0,Medium,,2.4,94.0,True,0
